record_id,Latitude,Longitude,main_damag,grouped_da,confidence,geo_result,occupancy,address,parsed_add,address_di,country,parish,town,suburb,street,place,wind_speed
BLDG22122,15.33647837,-61.3605923,Moderately Damaged,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22123,15.33631767,-61.36117754,Moderately Damaged,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22124,15.33648564,-61.36109492,Moderately Damaged,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22125,15.33635109,-61.36084463,Moderately Damaged,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22126,15.33613614,-61.36087957,Moderately Damaged,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22127,15.33583062,-61.35932958,Moderately Damaged,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22128,15.33574704,-61.35918238,Moderately Damaged,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22129,15.33609998,-61.35937552,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22130,15.33620994,-61.36067201,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22131,15.33572152,-61.3610787,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22132,15.33584165,-61.36083012,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22133,15.33649238,-61.36152362,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22134,15.33679548,-61.3617689,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22135,15.33690226,-61.36165718,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22136,15.33694243,-61.36126508,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22137,15.33684374,-61.3615024,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22138,15.33667985,-61.362631,Negligible to slight damage,Damaged Buildings,nan,"15.327026,-61.3719816,unclassified",unclassified,"River Estate, Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","River Estate,Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,River Estate,170
BLDG22139,15.33642015,-61.36243343,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22140,15.33615012,-61.36229508,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22141,15.33593168,-61.36234484,Negligible to slight damage,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22142,15.33555852,-61.36330504,Completely Destroyed,Damaged Buildings,nan,"15.327026,-61.3719816,unclassified",unclassified,"River Estate, Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","River Estate,Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,River Estate,170
BLDG22143,15.33618517,-61.3636513,Highly Damaged,Damaged Buildings,nan,"15.327026,-61.3719816,unclassified",unclassified,"River Estate, Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","River Estate,Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,River Estate,170
BLDG22144,15.33596454,-61.36340168,Moderately Damaged,Damaged Buildings,nan,"15.327026,-61.3719816,unclassified",unclassified,"River Estate, Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","River Estate,Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,River Estate,170
BLDG22145,15.33614164,-61.3635851,Moderately Damaged,Damaged Buildings,nan,"15.327026,-61.3719816,unclassified",unclassified,"River Estate, Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","River Estate,Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,River Estate,170
BLDG22146,15.33611519,-61.36291261,Moderately Damaged,Damaged Buildings,nan,"15.3380393,-61.3886297,suburb",suburb,"Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,None,170
BLDG22147,15.33599766,-61.363516,Negligible to slight damage,Damaged Buildings,nan,"15.327026,-61.3719816,unclassified",unclassified,"River Estate, Canefield, Cochrane, Saint Paul Parish, 00109-800, Dominica","River Estate,Canefield,Cochrane,Saint Paul Parish,Dominica",[object BSON],Dominica,Saint Paul Parish,Cochrane,None,Canefield,River Estate,170
BLDG22148,15.332775,-61.34577407,Moderately Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22149,15.3326639,-61.34578604,Highly Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22150,15.33267723,-61.34564918,Highly Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22151,15.3328328,-61.33665916,Negligible to slight damage,Damaged Buildings,nan,"15.3329362,-61.3376124,track",track,"Waitukubuli National Trail Segment 4, Louisville, Laudat, Saint George Parish, Dominica","Waitukubuli National Trail Segment 4,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Waitukubuli National Trail Segment 4,170
BLDG22152,15.33356528,-61.33579957,Moderately Damaged,Damaged Buildings,nan,"15.3329362,-61.3376124,track",track,"Waitukubuli National Trail Segment 4, Louisville, Laudat, Saint George Parish, Dominica","Waitukubuli National Trail Segment 4,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Waitukubuli National Trail Segment 4,170
BLDG22153,15.33347069,-61.3327363,Completely Destroyed,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22154,15.33349425,-61.33252913,Completely Destroyed,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22155,15.33339827,-61.33408593,Completely Destroyed,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22156,15.3337543,-61.33229052,Highly Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22157,15.3337436,-61.33373946,Highly Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22158,15.33389995,-61.33402281,Highly Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22159,15.33225703,-61.33352209,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22160,15.33269684,-61.33333749,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22161,15.33406396,-61.3319702,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22162,15.33344086,-61.33402645,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22163,15.33351828,-61.33382625,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22164,15.33399036,-61.33412189,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22165,15.33392566,-61.33362344,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22166,15.33192185,-61.3328262,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22167,15.33351362,-61.33464312,Highly Damaged,Damaged Buildings,nan,"15.3329362,-61.3376124,track",track,"Waitukubuli National Trail Segment 4, Louisville, Laudat, Saint George Parish, Dominica","Waitukubuli National Trail Segment 4,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Waitukubuli National Trail Segment 4,170
BLDG22168,15.33388516,-61.33300282,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22169,15.33405826,-61.33312711,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22170,15.33270472,-61.33295305,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22171,15.33259613,-61.33185988,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22172,15.33221777,-61.33210682,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22173,15.33233425,-61.33185457,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22174,15.33268162,-61.3313011,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22175,15.33377637,-61.33188378,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22176,15.3338373,-61.33331736,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22177,15.33403161,-61.33292035,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22178,15.33398978,-61.33356379,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22179,15.33405572,-61.33422856,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22180,15.33399105,-61.33517526,Negligible to slight damage,Damaged Buildings,nan,"15.3329362,-61.3376124,track",track,"Waitukubuli National Trail Segment 4, Louisville, Laudat, Saint George Parish, Dominica","Waitukubuli National Trail Segment 4,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Waitukubuli National Trail Segment 4,170
BLDG22181,15.3322735,-61.33284558,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22182,15.33283594,-61.33275242,Negligible to slight damage,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22183,15.33324544,-61.32947448,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22184,15.3340263,-61.32837424,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22185,15.33337614,-61.3301646,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22186,15.33351391,-61.32940212,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22187,15.33368695,-61.32951902,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22188,15.33385017,-61.32976166,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22189,15.33289141,-61.32961774,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22190,15.3323619,-61.32883839,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22191,15.33193971,-61.3289785,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22192,15.33168155,-61.32851116,Moderately Damaged,Damaged Buildings,nan,"null,null",unknown,"Louisville, Laudat, Saint George Parish, Dominica","Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,None,170
BLDG22193,15.32961602,-61.34979061,Completely Destroyed,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22194,15.33077259,-61.35097905,Moderately Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22195,15.33031712,-61.35098632,Moderately Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22196,15.3293218,-61.35026232,Moderately Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22197,15.32953128,-61.34997238,Moderately Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22198,15.33068401,-61.3486993,Negligible to slight damage,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22199,15.33077381,-61.34823289,Negligible to slight damage,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22200,15.33054178,-61.34789838,Completely Destroyed,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22201,15.32939843,-61.35335527,Completely Destroyed,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22202,15.32922085,-61.35359321,Highly Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22203,15.32958247,-61.35350537,Moderately Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22204,15.32967322,-61.35316462,Moderately Damaged,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22205,15.32889455,-61.35166275,Negligible to slight damage,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22206,15.32839365,-61.35134883,Completely Destroyed,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22207,15.32571189,-61.34956993,Highly Damaged,Damaged Buildings,nan,"15.3080491,-61.3661528,suburb",suburb,"Louisville, Trafalgar, Saint George Parish, 00109-800, Dominica","Louisville,Trafalgar,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Trafalgar,None,Louisville,None,170
BLDG22208,15.3255215,-61.351959,Negligible to slight damage,Damaged Buildings,nan,"15.3299888,-61.3477853,tertiary",tertiary,"Valley Road, Louisville, Laudat, Saint George Parish, 00109-800, Dominica","Valley Road,Louisville,Laudat,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Laudat,None,Louisville,Valley Road,170
BLDG22209,15.3256626,-61.35018014,Negligible to slight damage,Damaged Buildings,nan,"15.3080491,-61.3661528,suburb",suburb,"Louisville, Trafalgar, Saint George Parish, 00109-800, Dominica","Louisville,Trafalgar,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Trafalgar,None,Louisville,None,170
BLDG22210,15.32561441,-61.35045402,Negligible to slight damage,Damaged Buildings,nan,"15.3080491,-61.3661528,suburb",suburb,"Louisville, Trafalgar, Saint George Parish, 00109-800, Dominica","Louisville,Trafalgar,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Trafalgar,None,Louisville,None,170
BLDG22211,15.32577804,-61.34735924,Moderately Damaged,Damaged Buildings,nan,"15.3080491,-61.3661528,suburb",suburb,"Louisville, Trafalgar, Saint George Parish, 00109-800, Dominica","Louisville,Trafalgar,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Trafalgar,None,Louisville,None,170
BLDG22212,15.32580591,-61.34724814,Moderately Damaged,Damaged Buildings,nan,"15.3080491,-61.3661528,suburb",suburb,"Louisville, Trafalgar, Saint George Parish, 00109-800, Dominica","Louisville,Trafalgar,Saint George Parish,Dominica",[object BSON],Dominica,Saint George Parish,Trafalgar,None,Louisville,None,170
